ActivationID,ActivationDate,KAM_ID,Product_ID,Customer_PID,PortIn,Quantity,Points,PointsEligible
ACT-2026-001908,2026-07-14,K07,P-MOB-GSM,PID624854,None,1,0.97,True
ACT-2026-001909,2026-07-14,K07,P-MOB-GSM,PID867553,MNP,1,1.94,True
ACT-2026-001910,2026-07-14,K07,P-MOB-OTH,PID109501,None,1,1.45,True
ACT-2026-001911,2026-07-14,K07,P-FIX-WFA,PID228587,FNP,1,5.82,True
ACT-2026-001912,2026-07-14,K07,P-MOB-GSM,PID187153,MNP,1,1.94,True
ACT-2026-001913,2026-07-14,K07,P-MOB-GSM,PID322549,None,1,0.97,True
ACT-2026-001914,2026-07-14,K07,P-MOB-GSM,PID943922,MNP,1,1.94,True
ACT-2026-001915,2026-07-14,K07,P-MOB-GSM,PID149337,None,1,0.97,True
ACT-2026-001916,2026-07-14,K07,P-MOB-GSM,PID122726,None,1,0.97,True
ACT-2026-001917,2026-07-14,K07,P-MOB-GSM,PID126037,None,1,0.0,False
ACT-2026-001918,2026-07-14,K07,P-MOB-GSM,PID889920,None,1,0.97,True
ACT-2026-001919,2026-07-14,K07,P-FIX-FBR,PID975462,None,1,9.71,True
ACT-2026-001920,2026-07-14,K07,P-MOB-GSM,PID251680,None,1,0.97,True
ACT-2026-001921,2026-07-14,K07,P-MOB-GSM,PID717907,MNP,1,1.94,True
ACT-2026-001922,2026-07-14,K08,P-FIX-WFA,PID532636,None,1,5.82,True
ACT-2026-001923,2026-07-14,K08,P-MOB-GSM,PID797268,None,1,0.97,True
ACT-2026-001924,2026-07-14,K08,P-MOB-GSM,PID828033,MNP,1,1.94,True
ACT-2026-001925,2026-07-14,K08,P-MOB-GSM,PID264789,None,1,0.97,True
ACT-2026-001926,2026-07-14,K08,P-MOB-GSM,PID803280,None,1,0.97,True
ACT-2026-001927,2026-07-14,K08,P-MOB-GSM,PID272639,MNP,1,1.94,True
ACT-2026-001928,2026-07-14,K08,P-MOB-GSM,PID330316,MNP,1,1.94,True
ACT-2026-001929,2026-07-14,K08,P-MOB-GSM,PID277082,None,1,0.97,True
ACT-2026-001930,2026-07-14,K08,P-MOB-GSM,PID293929,MNP,1,1.94,True
ACT-2026-001931,2026-07-14,K08,P-DIG-SVC,PID990236,None,1,5.57,True
ACT-2026-001932,2026-07-14,K08,P-MOB-GSM,PID813066,None,1,0.97,True
ACT-2026-001933,2026-07-14,K09,P-MOB-GSM,PID884260,None,1,0.97,True
ACT-2026-001934,2026-07-14,K09,P-MOB-GSM,PID499968,None,1,0.97,True
ACT-2026-001935,2026-07-14,K09,P-MOB-GSM,PID138236,None,1,0.97,True
ACT-2026-001936,2026-07-14,K10,P-MOB-GSM,PID197968,MNP,1,1.94,True
ACT-2026-001937,2026-07-14,K10,P-FIX-FBR,PID946061,None,1,9.71,True
ACT-2026-001938,2026-07-14,K10,P-MOB-GSM,PID631233,None,1,0.97,True
ACT-2026-001939,2026-07-14,K10,P-MOB-GSM,PID568349,None,1,0.97,True
ACT-2026-001940,2026-07-14,K10,P-MOB-GSM,PID874932,None,1,0.97,True
ACT-2026-001941,2026-07-14,K10,P-MOB-GSM,PID828689,None,1,0.97,True
ACT-2026-001942,2026-07-14,K10,P-MOB-GSM,PID847350,None,1,0.97,True
ACT-2026-001943,2026-07-14,K11,P-MOB-GSM,PID307148,None,1,0.97,True
ACT-2026-001944,2026-07-14,K11,P-MOB-GSM,PID792324,None,1,0.97,True
ACT-2026-001945,2026-07-14,K11,P-MOB-GSM,PID417800,None,1,0.97,True
ACT-2026-001946,2026-07-14,K12,P-MOB-OTH,PID558484,None,1,1.45,True
ACT-2026-001947,2026-07-14,K13,P-MOB-GSM,PID126718,None,1,1.03,True
ACT-2026-001948,2026-07-14,K13,P-MOB-GSM,PID230202,None,1,1.03,True
ACT-2026-001949,2026-07-14,K13,P-FIX-FBR,PID921185,None,1,6.48,True
ACT-2026-001950,2026-07-14,K13,P-MOB-GSM,PID704800,None,1,1.03,True
ACT-2026-001951,2026-07-14,K13,P-MOB-GSM,PID224590,None,1,1.03,True
ACT-2026-001952,2026-07-14,K13,P-MOB-GSM,PID858923,None,1,1.03,True
ACT-2026-001953,2026-07-14,K13,P-MOB-GSM,PID705887,None,1,1.03,True
ACT-2026-001954,2026-07-14,K13,P-MOB-OTH,PID993026,None,1,1.55,True
ACT-2026-001955,2026-07-14,K13,P-MOB-GSM,PID463383,None,1,1.03,True
ACT-2026-001956,2026-07-14,K13,P-MOB-GSM,PID865248,MNP,1,2.07,True
ACT-2026-001957,2026-07-14,K13,P-FIX-FBR,PID268699,None,1,6.48,True
ACT-2026-001958,2026-07-14,K13,P-MOB-GSM,PID622611,MNP,1,2.07,True
ACT-2026-001959,2026-07-14,K13,P-MOB-GSM,PID463222,None,1,1.03,True
ACT-2026-001960,2026-07-14,K13,P-MOB-GSM,PID381110,None,1,1.03,True
ACT-2026-001961,2026-07-14,K13,P-MOB-GSM,PID724825,None,1,1.03,True
ACT-2026-001962,2026-07-14,K13,P-MOB-GSM,PID796122,None,1,1.03,True
ACT-2026-001963,2026-07-14,K13,P-MOB-GSM,PID723115,MNP,1,2.07,True
ACT-2026-001964,2026-07-14,K13,P-MOB-GSM,PID662946,None,1,1.03,True
ACT-2026-001965,2026-07-14,K13,P-MOB-GSM,PID335832,None,1,1.03,True
ACT-2026-001966,2026-07-14,K13,P-MOB-GSM,PID832286,None,1,1.03,True
ACT-2026-001967,2026-07-14,K14,P-MOB-GSM,PID185523,MNP,1,2.07,True
ACT-2026-001968,2026-07-14,K14,P-DIG-SVC,PID958888,None,1,4.92,True
ACT-2026-001969,2026-07-14,K14,P-MOB-GSM,PID922623,MNP,1,2.07,True
ACT-2026-001970,2026-07-14,K14,P-MOB-GSM,PID805930,None,1,1.03,True
ACT-2026-001971,2026-07-14,K14,P-MOB-GSM,PID651640,None,1,1.03,True
ACT-2026-001972,2026-07-14,K14,P-MOB-GSM,PID683470,None,1,1.03,True
ACT-2026-001973,2026-07-14,K14,P-MOB-GSM,PID886505,None,1,1.03,True
ACT-2026-001974,2026-07-14,K14,P-MOB-GSM,PID233041,None,1,1.03,True
ACT-2026-001975,2026-07-14,K15,P-FIX-BIB,PID255228,None,1,9.72,True
ACT-2026-001976,2026-07-14,K15,P-MOB-GSM,PID974501,MNP,1,2.07,True
ACT-2026-001977,2026-07-14,K15,P-MOB-GSM,PID801362,None,1,1.03,True
ACT-2026-001978,2026-07-14,K15,P-MOB-GSM,PID996962,None,1,1.03,True
ACT-2026-001979,2026-07-14,K15,P-MOB-GSM,PID736452,None,1,1.03,True
ACT-2026-001980,2026-07-14,K15,P-MOB-GSM,PID879829,None,1,1.03,True
ACT-2026-001981,2026-07-14,K15,P-MOB-GSM,PID164781,None,1,1.03,True
ACT-2026-001982,2026-07-14,K15,P-MOB-GSM,PID674010,None,1,1.03,True
ACT-2026-001983,2026-07-14,K15,P-MOB-GSM,PID517637,None,1,1.03,True
ACT-2026-001984,2026-07-14,K16,P-MOB-GSM,PID786875,None,1,1.03,True
ACT-2026-001985,2026-07-14,K16,P-MOB-GSM,PID493989,None,1,1.03,True
ACT-2026-001986,2026-07-14,K16,P-FIX-WFA,PID856857,None,1,3.89,True
ACT-2026-001987,2026-07-14,K16,P-MOB-GSM,PID231919,None,1,1.03,True
ACT-2026-001988,2026-07-14,K16,P-MOB-GSM,PID616999,None,1,1.03,True
ACT-2026-001989,2026-07-14,K16,P-MOB-GSM,PID480082,None,1,1.03,True
ACT-2026-001990,2026-07-14,K16,P-MOB-GSM,PID767220,None,1,1.03,True
ACT-2026-001991,2026-07-14,K16,P-MOB-OTH,PID972396,None,1,1.55,True
ACT-2026-001992,2026-07-14,K16,P-MOB-GSM,PID460864,None,1,1.03,True
ACT-2026-001993,2026-07-14,K17,P-MOB-GSM,PID314665,None,1,1.03,True
ACT-2026-001994,2026-07-14,K17,P-MOB-GSM,PID492868,None,1,1.03,True
ACT-2026-001995,2026-07-14,K17,P-MOB-GSM,PID500108,None,1,1.03,True
ACT-2026-001996,2026-07-14,K17,P-FIX-BIB,PID133336,None,1,9.72,True
ACT-2026-001997,2026-07-14,K17,P-MOB-GSM,PID948315,MNP,1,2.07,True
ACT-2026-001998,2026-07-14,K18,P-MOB-OTH,PID632023,None,1,1.55,True
ACT-2026-001999,2026-07-14,K18,P-MOB-GSM,PID455626,None,1,1.03,True
ACT-2026-002000,2026-07-15,K01,P-MOB-GSM,PID637243,None,1,1.11,True
ACT-2026-002001,2026-07-15,K01,P-MOB-GSM,PID749942,None,1,1.11,True
ACT-2026-002002,2026-07-15,K01,P-FIX-BIB,PID635834,None,1,16.52,True
ACT-2026-002003,2026-07-15,K01,P-MOB-GSM,PID973766,None,1,1.11,True
ACT-2026-002004,2026-07-15,K01,P-MOB-GSM,PID916770,None,1,1.11,True
ACT-2026-002005,2026-07-15,K01,P-MOB-GSM,PID473933,None,1,1.11,True
ACT-2026-002006,2026-07-15,K01,P-MOB-GSM,PID436660,MNP,1,2.21,True
ACT-2026-002007,2026-07-15,K01,P-MOB-GSM,PID108423,None,1,1.11,True
ACT-2026-002008,2026-07-15,K01,P-MOB-OTH,PID388517,None,1,1.66,True
ACT-2026-002009,2026-07-15,K01,P-MOB-GSM,PID725098,None,1,1.11,True
ACT-2026-002010,2026-07-15,K01,P-MOB-GSM,PID483128,None,1,1.11,True
ACT-2026-002011,2026-07-15,K01,P-MOB-GSM,PID119757,None,1,1.11,True
ACT-2026-002012,2026-07-15,K01,P-MOB-GSM,PID157322,None,1,1.11,True
ACT-2026-002013,2026-07-15,K01,P-MOB-GSM,PID526374,None,1,1.11,True
ACT-2026-002014,2026-07-15,K01,P-MOB-OTH,PID467698,None,1,1.66,True
ACT-2026-002015,2026-07-15,K01,P-DEV-DEV,PID601807,None,1,4.28,True
ACT-2026-002016,2026-07-15,K01,P-MOB-OTH,PID742851,None,1,1.66,True
ACT-2026-002017,2026-07-15,K01,P-MOB-GSM,PID310756,None,1,1.11,True
ACT-2026-002018,2026-07-15,K01,P-MOB-GSM,PID647216,None,1,1.11,True
ACT-2026-002019,2026-07-15,K01,P-MOB-GSM,PID239768,None,1,1.11,True
ACT-2026-002020,2026-07-15,K01,P-MOB-GSM,PID577520,None,1,1.11,True
ACT-2026-002021,2026-07-15,K01,P-MOB-GSM,PID928876,None,1,1.11,True
ACT-2026-002022,2026-07-15,K02,P-MOB-GSM,PID962760,MNP,1,2.21,True
ACT-2026-002023,2026-07-15,K02,P-MOB-OTH,PID821866,None,1,1.66,True
ACT-2026-002024,2026-07-15,K02,P-MOB-GSM,PID540909,None,1,1.11,True
ACT-2026-002025,2026-07-15,K02,P-MOB-GSM,PID611556,None,1,1.11,True
ACT-2026-002026,2026-07-15,K02,P-MOB-GSM,PID701566,None,1,1.11,True
ACT-2026-002027,2026-07-15,K02,P-MOB-GSM,PID351797,MNP,1,2.21,True
ACT-2026-002028,2026-07-15,K02,P-MOB-GSM,PID833010,MNP,1,2.21,True
ACT-2026-002029,2026-07-15,K02,P-FIX-FBR,PID823962,None,1,11.02,True
ACT-2026-002030,2026-07-15,K02,P-DIG-SVC,PID440708,None,1,5.6,True
ACT-2026-002031,2026-07-15,K02,P-DIG-SVC,PID404744,None,1,5.6,True
ACT-2026-002032,2026-07-15,K02,P-MOB-OTH,PID543482,None,1,1.66,True
ACT-2026-002033,2026-07-15,K02,P-MOB-GSM,PID478924,None,1,1.11,True
ACT-2026-002034,2026-07-15,K02,P-MOB-GSM,PID172599,None,1,1.11,True
ACT-2026-002035,2026-07-15,K02,P-MOB-GSM,PID397711,None,1,1.11,True
ACT-2026-002036,2026-07-15,K02,P-MOB-GSM,PID690825,None,1,0.0,False
ACT-2026-002037,2026-07-15,K03,P-MOB-GSM,PID845550,None,1,1.11,True
ACT-2026-002038,2026-07-15,K03,P-DIG-SVC,PID536364,None,1,5.6,True
ACT-2026-002039,2026-07-15,K03,P-MOB-OTH,PID532111,None,1,1.66,True
ACT-2026-002040,2026-07-15,K03,P-MOB-GSM,PID397121,None,1,1.11,True
ACT-2026-002041,2026-07-15,K03,P-MOB-GSM,PID998024,None,1,1.11,True
ACT-2026-002042,2026-07-15,K03,P-MOB-OTH,PID291364,None,1,1.66,True
ACT-2026-002043,2026-07-15,K03,P-MOB-GSM,PID424118,None,1,1.11,True
ACT-2026-002044,2026-07-15,K03,P-MOB-GSM,PID854091,None,1,1.11,True
ACT-2026-002045,2026-07-15,K03,P-MOB-GSM,PID878143,None,1,1.11,True
ACT-2026-002046,2026-07-15,K03,P-FIX-FBR,PID352440,None,1,11.02,True
ACT-2026-002047,2026-07-15,K04,P-MOB-GSM,PID404865,None,1,1.11,True
ACT-2026-002048,2026-07-15,K04,P-MOB-GSM,PID263325,None,1,1.11,True
ACT-2026-002049,2026-07-15,K04,P-MOB-GSM,PID145425,None,1,1.11,True
ACT-2026-002050,2026-07-15,K04,P-MOB-GSM,PID905704,None,1,1.11,True
ACT-2026-002051,2026-07-15,K04,P-MOB-GSM,PID850617,None,1,1.11,True
ACT-2026-002052,2026-07-15,K04,P-MOB-GSM,PID918868,MNP,1,2.21,True
ACT-2026-002053,2026-07-15,K05,P-MOB-OTH,PID867174,None,1,1.66,True
ACT-2026-002054,2026-07-15,K05,P-MOB-GSM,PID555508,None,1,1.11,True
ACT-2026-002055,2026-07-15,K05,P-MOB-GSM,PID954203,None,1,1.11,True
ACT-2026-002056,2026-07-15,K05,P-MOB-GSM,PID177324,None,1,1.11,True
ACT-2026-002057,2026-07-15,K05,P-MOB-GSM,PID321955,None,1,1.11,True
ACT-2026-002058,2026-07-15,K05,P-MOB-GSM,PID630459,None,1,1.11,True
ACT-2026-002059,2026-07-15,K05,P-MOB-GSM,PID998018,None,1,1.11,True
ACT-2026-002060,2026-07-15,K05,P-MOB-GSM,PID651481,None,1,1.11,True
ACT-2026-002061,2026-07-15,K06,P-MOB-GSM,PID858282,None,1,1.11,True
ACT-2026-002062,2026-07-15,K06,P-MOB-GSM,PID721808,None,1,1.11,True
ACT-2026-002063,2026-07-15,K06,P-MOB-GSM,PID851989,None,1,1.11,True
ACT-2026-002064,2026-07-15,K06,P-FIX-WFA,PID699699,None,1,6.39,True
ACT-2026-002065,2026-07-15,K07,P-MOB-OTH,PID239199,None,1,1.45,True
ACT-2026-002066,2026-07-15,K07,P-MOB-GSM,PID359094,None,1,0.97,True
ACT-2026-002067,2026-07-15,K07,P-MOB-GSM,PID486284,MNP,1,1.94,True
ACT-2026-002068,2026-07-15,K07,P-MOB-GSM,PID537827,None,1,0.97,True
ACT-2026-002069,2026-07-15,K07,P-MOB-GSM,PID137114,None,1,0.97,True
ACT-2026-002070,2026-07-15,K07,P-MOB-GSM,PID569495,None,1,0.97,True
ACT-2026-002071,2026-07-15,K07,P-FIX-WFA,PID470706,FNP,1,5.82,True
ACT-2026-002072,2026-07-15,K07,P-FIX-WFA,PID767575,None,1,5.82,True
ACT-2026-002073,2026-07-15,K07,P-MOB-GSM,PID586513,None,1,0.97,True
ACT-2026-002074,2026-07-15,K07,P-MOB-OTH,PID742725,None,1,1.45,True
ACT-2026-002075,2026-07-15,K07,P-MOB-GSM,PID926843,None,1,0.97,True
ACT-2026-002076,2026-07-15,K08,P-MOB-GSM,PID546447,MNP,1,1.94,True
ACT-2026-002077,2026-07-15,K08,P-MOB-GSM,PID582682,None,1,0.97,True
ACT-2026-002078,2026-07-15,K08,P-MOB-GSM,PID154964,None,1,0.97,True
ACT-2026-002079,2026-07-15,K08,P-MOB-GSM,PID516829,None,1,0.97,True
ACT-2026-002080,2026-07-15,K08,P-MOB-GSM,PID863147,None,1,0.97,True
ACT-2026-002081,2026-07-15,K08,P-MOB-GSM,PID119037,None,1,0.97,True
ACT-2026-002082,2026-07-15,K08,P-MOB-GSM,PID979098,None,1,0.97,True
ACT-2026-002083,2026-07-15,K08,P-MOB-GSM,PID865325,None,1,0.97,True
ACT-2026-002084,2026-07-15,K08,P-MOB-GSM,PID206853,None,1,0.97,True
ACT-2026-002085,2026-07-15,K09,P-FIX-BIB,PID746595,None,1,14.56,True
ACT-2026-002086,2026-07-15,K09,P-MOB-GSM,PID425423,MNP,1,1.94,True
ACT-2026-002087,2026-07-15,K09,P-MOB-GSM,PID842902,None,1,0.97,True
ACT-2026-002088,2026-07-15,K09,P-MOB-GSM,PID340518,None,1,0.97,True
ACT-2026-002089,2026-07-15,K09,P-MOB-GSM,PID533970,None,1,0.97,True
ACT-2026-002090,2026-07-15,K09,P-MOB-GSM,PID157160,None,1,0.97,True
ACT-2026-002091,2026-07-15,K09,P-MOB-GSM,PID769179,None,1,0.97,True
ACT-2026-002092,2026-07-15,K09,P-MOB-GSM,PID135890,None,1,0.97,True
ACT-2026-002093,2026-07-15,K09,P-MOB-GSM,PID877271,None,1,0.97,True
ACT-2026-002094,2026-07-15,K09,P-MOB-GSM,PID965194,MNP,1,1.94,True
ACT-2026-002095,2026-07-15,K09,P-MOB-OTH,PID569345,None,1,1.45,True
ACT-2026-002096,2026-07-15,K09,P-MOB-GSM,PID924728,None,1,0.97,True
ACT-2026-002097,2026-07-15,K09,P-MOB-OTH,PID756788,None,1,1.45,True
ACT-2026-002098,2026-07-15,K09,P-MOB-GSM,PID673086,None,1,0.97,True
ACT-2026-002099,2026-07-15,K10,P-MOB-GSM,PID146927,MNP,1,1.94,True
ACT-2026-002100,2026-07-15,K10,P-MOB-GSM,PID618414,None,1,0.97,True
ACT-2026-002101,2026-07-15,K10,P-MOB-GSM,PID145115,None,1,0.97,True
ACT-2026-002102,2026-07-15,K10,P-MOB-GSM,PID864716,None,1,0.97,True
ACT-2026-002103,2026-07-15,K11,P-MOB-GSM,PID672088,None,1,0.97,True
ACT-2026-002104,2026-07-15,K11,P-MOB-GSM,PID819779,None,1,0.97,True
ACT-2026-002105,2026-07-15,K11,P-MOB-GSM,PID106291,None,1,0.97,True
ACT-2026-002106,2026-07-15,K11,P-MOB-GSM,PID729577,None,1,0.97,True
ACT-2026-002107,2026-07-15,K11,P-MOB-GSM,PID360472,None,1,0.97,True
ACT-2026-002108,2026-07-15,K11,P-MOB-GSM,PID968778,MNP,1,1.94,True
ACT-2026-002109,2026-07-15,K12,P-MOB-GSM,PID857040,None,1,0.97,True
ACT-2026-002110,2026-07-15,K12,P-MOB-GSM,PID696257,None,1,0.97,True
ACT-2026-002111,2026-07-15,K12,P-MOB-GSM,PID227237,None,1,0.97,True
ACT-2026-002112,2026-07-15,K13,P-FIX-BIB,PID546978,None,1,9.72,True
ACT-2026-002113,2026-07-15,K13,P-MOB-GSM,PID321819,None,1,1.03,True
ACT-2026-002114,2026-07-15,K13,P-MOB-GSM,PID170291,None,1,1.03,True
ACT-2026-002115,2026-07-15,K13,P-MOB-OTH,PID563488,None,1,1.55,True
ACT-2026-002116,2026-07-15,K13,P-MOB-GSM,PID791263,None,1,1.03,True
ACT-2026-002117,2026-07-15,K13,P-MOB-GSM,PID433205,None,1,1.03,True
ACT-2026-002118,2026-07-15,K13,P-MOB-GSM,PID937565,None,1,1.03,True
ACT-2026-002119,2026-07-15,K13,P-MOB-GSM,PID357489,None,1,1.03,True
ACT-2026-002120,2026-07-15,K13,P-MOB-GSM,PID662266,None,1,1.03,True
ACT-2026-002121,2026-07-15,K13,P-MOB-GSM,PID877748,None,1,1.03,True
ACT-2026-002122,2026-07-15,K13,P-MOB-OTH,PID377750,None,1,1.55,True
ACT-2026-002123,2026-07-15,K13,P-MOB-OTH,PID499276,None,1,1.55,True
ACT-2026-002124,2026-07-15,K14,P-FIX-FBR,PID843587,None,1,6.48,True
ACT-2026-002125,2026-07-15,K14,P-MOB-GSM,PID847878,None,1,1.03,True
ACT-2026-002126,2026-07-15,K14,P-MOB-OTH,PID836319,None,1,1.55,True
ACT-2026-002127,2026-07-15,K14,P-MOB-GSM,PID917038,None,1,1.03,True
ACT-2026-002128,2026-07-15,K14,P-FIX-FBR,PID159980,None,1,6.48,True
ACT-2026-002129,2026-07-15,K14,P-MOB-GSM,PID710986,MNP,1,2.07,True
ACT-2026-002130,2026-07-15,K14,P-MOB-GSM,PID711133,None,1,1.03,True
ACT-2026-002131,2026-07-15,K14,P-MOB-GSM,PID914080,None,1,1.03,True
ACT-2026-002132,2026-07-15,K14,P-MOB-GSM,PID257271,None,1,1.03,True
ACT-2026-002133,2026-07-15,K14,P-MOB-GSM,PID278278,None,1,1.03,True
ACT-2026-002134,2026-07-15,K14,P-MOB-GSM,PID118079,None,1,1.03,True
ACT-2026-002135,2026-07-15,K14,P-MOB-GSM,PID107623,None,1,1.03,True
ACT-2026-002136,2026-07-15,K15,P-MOB-GSM,PID145408,None,1,1.03,True
ACT-2026-002137,2026-07-15,K15,P-MOB-GSM,PID309818,MNP,1,2.07,True
ACT-2026-002138,2026-07-15,K15,P-MOB-GSM,PID301819,None,1,1.03,True
ACT-2026-002139,2026-07-15,K15,P-MOB-GSM,PID738222,None,1,1.03,True
ACT-2026-002140,2026-07-15,K15,P-MOB-GSM,PID291227,None,1,1.03,True
ACT-2026-002141,2026-07-15,K15,P-MOB-GSM,PID459215,MNP,1,2.07,True
ACT-2026-002142,2026-07-15,K15,P-MOB-GSM,PID924788,None,1,1.03,True
ACT-2026-002143,2026-07-15,K15,P-MOB-OTH,PID108900,None,1,1.55,True
ACT-2026-002144,2026-07-15,K16,P-MOB-GSM,PID893654,MNP,1,2.07,True
ACT-2026-002145,2026-07-15,K16,P-MOB-OTH,PID151474,None,1,1.55,True
ACT-2026-002146,2026-07-15,K16,P-MOB-GSM,PID368672,None,1,1.03,True
ACT-2026-002147,2026-07-15,K16,P-MOB-GSM,PID856155,None,1,1.03,True
ACT-2026-002148,2026-07-15,K16,P-MOB-GSM,PID243579,None,1,1.03,True
ACT-2026-002149,2026-07-15,K16,P-MOB-GSM,PID189288,None,1,1.03,True
ACT-2026-002150,2026-07-15,K16,P-DEV-DEV,PID813332,None,1,6.58,True
ACT-2026-002151,2026-07-15,K17,P-MOB-GSM,PID461493,None,1,1.03,True
ACT-2026-002152,2026-07-15,K17,P-MOB-GSM,PID891128,None,1,1.03,True
ACT-2026-002153,2026-07-15,K18,P-FIX-WFA,PID833921,None,1,3.89,True
ACT-2026-002154,2026-07-16,K01,P-FIX-FBR,PID704575,None,1,11.02,True
ACT-2026-002155,2026-07-16,K01,P-MOB-GSM,PID978940,None,1,1.11,True
ACT-2026-002156,2026-07-16,K01,P-MOB-GSM,PID797405,None,1,1.11,True
ACT-2026-002157,2026-07-16,K01,P-MOB-GSM,PID319995,MNP,1,2.21,True
ACT-2026-002158,2026-07-16,K01,P-MOB-GSM,PID978210,None,1,1.11,True
ACT-2026-002159,2026-07-16,K01,P-MOB-GSM,PID618030,None,1,1.11,True
ACT-2026-002160,2026-07-16,K01,P-MOB-GSM,PID178618,None,1,1.11,True
ACT-2026-002161,2026-07-16,K01,P-MOB-GSM,PID336160,None,1,1.11,True
ACT-2026-002162,2026-07-16,K01,P-DIG-SVC,PID101778,None,1,5.6,True
ACT-2026-002163,2026-07-16,K01,P-MOB-GSM,PID469638,None,1,1.11,True
ACT-2026-002164,2026-07-16,K01,P-MOB-GSM,PID999964,None,1,1.11,True
ACT-2026-002165,2026-07-16,K01,P-MOB-GSM,PID751298,None,1,1.11,True
ACT-2026-002166,2026-07-16,K01,P-MOB-GSM,PID597513,None,1,1.11,True
ACT-2026-002167,2026-07-16,K01,P-MOB-GSM,PID542233,None,1,1.11,True
ACT-2026-002168,2026-07-16,K01,P-MOB-GSM,PID962959,None,1,1.11,True
ACT-2026-002169,2026-07-16,K01,P-FIX-FBR,PID860015,None,1,11.02,True
ACT-2026-002170,2026-07-16,K01,P-MOB-GSM,PID148248,MNP,1,2.21,True
ACT-2026-002171,2026-07-16,K02,P-MOB-GSM,PID686532,None,1,1.11,True
ACT-2026-002172,2026-07-16,K02,P-MOB-GSM,PID967179,MNP,1,2.21,True
ACT-2026-002173,2026-07-16,K02,P-MOB-GSM,PID432578,None,1,1.11,True
ACT-2026-002174,2026-07-16,K02,P-MOB-GSM,PID786723,None,1,1.11,True
ACT-2026-002175,2026-07-16,K02,P-MOB-GSM,PID935404,None,1,1.11,True
ACT-2026-002176,2026-07-16,K02,P-MOB-GSM,PID910041,None,1,1.11,True
ACT-2026-002177,2026-07-16,K02,P-MOB-GSM,PID747391,None,1,1.11,True
ACT-2026-002178,2026-07-16,K02,P-MOB-GSM,PID904850,None,1,1.11,True
ACT-2026-002179,2026-07-16,K02,P-MOB-GSM,PID107276,MNP,1,2.21,True
ACT-2026-002180,2026-07-16,K02,P-MOB-GSM,PID408807,None,1,1.11,True
ACT-2026-002181,2026-07-16,K02,P-MOB-GSM,PID569461,None,1,1.11,True
ACT-2026-002182,2026-07-16,K03,P-MOB-GSM,PID377117,None,1,1.11,True
ACT-2026-002183,2026-07-16,K03,P-DIG-SVC,PID192940,None,1,5.6,True
ACT-2026-002184,2026-07-16,K03,P-MOB-GSM,PID190000,None,1,1.11,True
ACT-2026-002185,2026-07-16,K03,P-MOB-OTH,PID319916,None,1,1.66,True
ACT-2026-002186,2026-07-16,K03,P-MOB-GSM,PID974245,MNP,1,2.21,True
ACT-2026-002187,2026-07-16,K03,P-MOB-GSM,PID860768,MNP,1,2.21,True
ACT-2026-002188,2026-07-16,K03,P-MOB-GSM,PID300483,MNP,1,2.21,True
ACT-2026-002189,2026-07-16,K03,P-MOB-GSM,PID641030,None,1,1.11,True
ACT-2026-002190,2026-07-16,K03,P-MOB-GSM,PID275074,None,1,1.11,True
ACT-2026-002191,2026-07-16,K03,P-FIX-FBR,PID590321,None,1,11.02,True
ACT-2026-002192,2026-07-16,K03,P-MOB-GSM,PID742520,None,1,1.11,True
ACT-2026-002193,2026-07-16,K04,P-DIG-SVC,PID651050,None,1,5.6,True
ACT-2026-002194,2026-07-16,K04,P-MOB-GSM,PID242686,None,1,1.11,True
ACT-2026-002195,2026-07-16,K04,P-MOB-GSM,PID370225,None,1,1.11,True
ACT-2026-002196,2026-07-16,K04,P-MOB-GSM,PID713833,None,1,1.11,True
ACT-2026-002197,2026-07-16,K04,P-MOB-OTH,PID594195,None,1,1.66,True
ACT-2026-002198,2026-07-16,K05,P-FIX-WFA,PID109971,FNP,1,6.61,True
ACT-2026-002199,2026-07-16,K05,P-MOB-GSM,PID963961,MNP,1,2.21,True
ACT-2026-002200,2026-07-16,K05,P-MOB-GSM,PID362528,None,1,1.11,True
ACT-2026-002201,2026-07-16,K05,P-MOB-GSM,PID178174,None,1,1.11,True
ACT-2026-002202,2026-07-16,K05,P-MOB-GSM,PID186279,None,1,1.11,True
ACT-2026-002203,2026-07-16,K05,P-MOB-GSM,PID342195,MNP,1,2.21,True
ACT-2026-002204,2026-07-16,K05,P-MOB-GSM,PID664227,None,1,1.11,True
ACT-2026-002205,2026-07-16,K05,P-MOB-OTH,PID115967,None,1,1.66,True
ACT-2026-002206,2026-07-16,K05,P-MOB-GSM,PID782630,None,1,1.11,True
ACT-2026-002207,2026-07-16,K05,P-MOB-GSM,PID438076,None,1,1.11,True
ACT-2026-002208,2026-07-16,K06,P-FIX-WFA,PID587897,None,1,6.61,True
ACT-2026-002209,2026-07-16,K06,P-MOB-GSM,PID447586,None,1,1.11,True
ACT-2026-002210,2026-07-16,K07,P-MOB-GSM,PID623418,None,1,0.97,True
ACT-2026-002211,2026-07-16,K07,P-MOB-GSM,PID152629,None,1,0.97,True
ACT-2026-002212,2026-07-16,K07,P-FIX-BIB,PID839174,None,1,14.56,True
ACT-2026-002213,2026-07-16,K07,P-FIX-BIB,PID884500,None,1,14.56,True
ACT-2026-002214,2026-07-16,K07,P-MOB-GSM,PID243022,None,1,0.97,True
ACT-2026-002215,2026-07-16,K07,P-MOB-GSM,PID752955,None,1,0.97,True
